	Subcorpus	Type of Article	Article	Teil	WordsN	NounsN	CNCsNounsN
47	linguistics_intros		Eckert_et_al-2017-Journal_of_Sociolinguistics.txt	<Conclusion>	272.0	69.0	0.0
48	linguistics_intros		Hebrew_verbal_passives_in_Later_Language_Development_the_interface_of_register_and_verb_morphology_.txt	<Intro>	3934.0	1069.0	41.0
49	linguistics_intros		Hebrew_verbal_passives_in_Later_Language_Development_the_interface_of_register_and_verb_morphology_.txt	<Middle>	2320.0	551.0	18.0
50	linguistics_intros		Hebrew_verbal_passives_in_Later_Language_Development_the_interface_of_register_and_verb_morphology_.txt	<Conclusion>	2025.0	518.0	6.0
51	linguistics_intros		How_do_language-specific_characteristics_affect_the_acquisition_of_different_relative_clause_types_E.txt	<Intro>	1606.0	378.0	21.0
52	linguistics_intros		How_do_language-specific_characteristics_affect_the_acquisition_of_different_relative_clause_types_E.txt	<Middle>	8112.0	2100.0	98.0
53	linguistics_intros		How_do_language-specific_characteristics_affect_the_acquisition_of_different_relative_clause_types_E.txt	<Conclusion>	2056.0	515.0	9.0
54	linguistics_intros		Introducing_the_Infant_Bookreading_Database_IBDb_.txt	<Intro>	585.0	162.0	3.0
55	linguistics_intros		Introducing_the_Infant_Bookreading_Database_IBDb_.txt	<Middle>	3424.0	830.0	27.0
56	linguistics_intros		Introducing_the_Infant_Bookreading_Database_IBDb_.txt	<Conclusion>	1915.0	438.0	10.0
57	linguistics_intros		King-2017-Journal_of_Sociolinguistics.txt	<Intro>	3048.0	689.0	16.0
58	linguistics_intros		King-2017-Journal_of_Sociolinguistics.txt	<Middle>	3786.0	962.0	23.0
59	linguistics_intros		King-2017-Journal_of_Sociolinguistics.txt	<Conclusion>	816.0	209.0	3.0
60	linguistics_intros		Lam_et_al-2017-Journal_of_Sociolinguistics.txt	<Intro>	2634.0	681.0	18.0
61	linguistics_intros		Lam_et_al-2017-Journal_of_Sociolinguistics.txt	<Middle>	3964.0	1142.0	46.0
62	linguistics_intros		Lam_et_al-2017-Journal_of_Sociolinguistics.txt	<Conclusion>	1544.0	403.0	9.0
63	linguistics_intros		Lawson-2017-Journal_of_Sociolinguistics.txt	<Intro>	1665.0	457.0	12.0
64	linguistics_intros		Lawson-2017-Journal_of_Sociolinguistics.txt	<Middle>	6310.0	1498.0	27.0
65	linguistics_intros		Lawson-2017-Journal_of_Sociolinguistics.txt	<Conclusion>	735.0	217.0	3.0
66	linguistics_intros		Lazar-2017-Journal_of_Sociolinguistics.txt	<Intro>	1515.0	408.0	9.0
67	linguistics_intros		Lazar-2017-Journal_of_Sociolinguistics.txt	<Middle>	6612.0	1653.0	43.0
68	linguistics_intros		Lazar-2017-Journal_of_Sociolinguistics.txt	<Conclusion>	650.0	170.0	0.0
69	linguistics_intros		Learning_words_from_speakers_with_false_beliefs_.txt	<Intro>	2665.0	682.0	21.0
70	linguistics_intros		Learning_words_from_speakers_with_false_beliefs_.txt	<Middle>	2513.0	675.0	30.0
71	linguistics_intros		Learning_words_from_speakers_with_false_beliefs_.txt	<Conclusion>	1440.0	376.0	3.0
72	linguistics_intros		Lexical_tone_variation_and_spoken_word_recognition_in_preschool_children_effects_of_perceptual_salie.txt	<Intro>	1775.0	489.0	12.0
73	linguistics_intros		Lexical_tone_variation_and_spoken_word_recognition_in_preschool_children_effects_of_perceptual_salie.txt	<Middle>	2347.0	675.0	24.0
74	linguistics_intros		Lexical_tone_variation_and_spoken_word_recognition_in_preschool_children_effects_of_perceptual_salie.txt	<Conclusion>	1313.0	363.0	16.0
75	linguistics_intros		Listening_comprehension_of_academic_and_everyday_language_in_first_language_and_second_language_stud.txt	<Intro>	2978.0	776.0	12.0
76	linguistics_intros		Listening_comprehension_of_academic_and_everyday_language_in_first_language_and_second_language_stud.txt	<Middle>	3140.0	803.0	33.0
77	linguistics_intros		Listening_comprehension_of_academic_and_everyday_language_in_first_language_and_second_language_stud.txt	<Conclusion>	2715.0	708.0	6.0
78	linguistics_intros		Mendoza-Denton_et_al-2017-Journal_of_Sociolinguistics.txt	<Intro>	3119.0	841.0	29.0
79	linguistics_intros		Mendoza-Denton_et_al-2017-Journal_of_Sociolinguistics.txt	<Middle>	4427.0	1023.0	55.0
80	linguistics_intros		Mendoza-Denton_et_al-2017-Journal_of_Sociolinguistics.txt	<Conclusion>	885.0	229.0	9.0
81	linguistics_intros		Morphological_awareness_Construct_and_predictive_validity_in_Arabic.txt	<Intro>	2725.0	694.0	27.0
82	linguistics_intros		Morphological_awareness_Construct_and_predictive_validity_in_Arabic.txt	<Middle>	3606.0	964.0	28.0
83	linguistics_intros		Morphological_awareness_Construct_and_predictive_validity_in_Arabic.txt	<Conclusion>	1685.0	412.0	9.0
84	linguistics_intros		Observing_iconic_gestures_enhances_word_learning_in_typically_developing_children_and_children_with_.txt	<Intro>	1553.0	430.0	24.0
85	linguistics_intros		Observing_iconic_gestures_enhances_word_learning_in_typically_developing_children_and_children_with_.txt	<Middle>	3323.0	1028.0	95.0
86	linguistics_intros		Observing_iconic_gestures_enhances_word_learning_in_typically_developing_children_and_children_with_.txt	<Conclusion>	1747.0	544.0	6.0
87	linguistics_intros		Ostermann-2017-Journal_of_Sociolinguistics.txt	<Intro>	943.0	205.0	3.0
88	linguistics_intros		Ostermann-2017-Journal_of_Sociolinguistics.txt	<Middle>	4415.0	1062.0	18.0
89	linguistics_intros		Ostermann-2017-Journal_of_Sociolinguistics.txt	<Conclusion>	1117.0	288.0	3.0
90	linguistics_intros		Pragmatic_inferences_in_context_learning_to_interpret_contrastive_prosody_.txt	<Intro>	2604.0	629.0	25.0
91	linguistics_intros		Pragmatic_inferences_in_context_learning_to_interpret_contrastive_prosody_.txt	<Middle>	5004.0	1277.0	30.0
92	linguistics_intros		Pragmatic_inferences_in_context_learning_to_interpret_contrastive_prosody_.txt	<Conclusion>	1295.0	307.0	6.0
93	linguistics_intros		Predicting_the_development_of_interrogative_forms_and_functions_in_early_years_a_corpus-based_study_.txt	<Intro>	2012.0	522.0	19.0
94	linguistics_intros		Predicting_the_development_of_interrogative_forms_and_functions_in_early_years_a_corpus-based_study_.txt	<Middle>	2411.0	647.0	62.0
95	linguistics_intros		Predicting_the_development_of_interrogative_forms_and_functions_in_early_years_a_corpus-based_study_.txt	<Conclusion>	2096.0	592.0	18.0
96	linguistics_intros		Processing_of_word-level_stress_by_Mandarin-speaking_second_language_learners_of_English.txt	<Intro>	1865.0	437.0	18.0
97	linguistics_intros		Processing_of_word-level_stress_by_Mandarin-speaking_second_language_learners_of_English.txt	<Middle>	7564.0	1987.0	157.0
98	linguistics_intros		Processing_of_word-level_stress_by_Mandarin-speaking_second_language_learners_of_English.txt	<Conclusion>	1208.0	286.0	12.0
99	linguistics_intros		Production_and_comprehension_of_French_wh-questions_by_children_with_autism_spectrum_disorder_A_comp.txt	<Intro>	2829.0	745.0	9.0
100	linguistics_intros		Production_and_comprehension_of_French_wh-questions_by_children_with_autism_spectrum_disorder_A_comp.txt	<Middle>	7716.0	1876.0	41.0
101	linguistics_intros		Production_and_comprehension_of_French_wh-questions_by_children_with_autism_spectrum_disorder_A_comp.txt	<Conclusion>	1758.0	502.0	27.0
102	linguistics_intros		Prominence_of_gender_cues_in_the_assignment_of_thematic_roles_in_German.txt	<Intro>	1716.0	456.0	12.0
103	linguistics_intros		Prominence_of_gender_cues_in_the_assignment_of_thematic_roles_in_German.txt	<Middle>	5684.0	1500.0	38.0
104	linguistics_intros		Prominence_of_gender_cues_in_the_assignment_of_thematic_roles_in_German.txt	<Conclusion>	2355.0	652.0	35.0
105	linguistics_intros		Prosodic_development_in_European_Portuguese_from_childhood_to_adulthood.txt	<Intro>	2255.0	601.0	15.0
106	linguistics_intros		Prosodic_development_in_European_Portuguese_from_childhood_to_adulthood.txt	<Middle>	3841.0	932.0	28.0
107	linguistics_intros		Prosodic_development_in_European_Portuguese_from_childhood_to_adulthood.txt	<Conclusion>	2075.0	554.0	23.0
108	linguistics_intros		Prosodic_differences_between_declaratives_and_interrogatives_in_infant-directed_speech_.txt	<Intro>	2273.0	625.0	31.0
109	linguistics_intros		Prosodic_differences_between_declaratives_and_interrogatives_in_infant-directed_speech_.txt	<Middle>	2686.0	779.0	30.0
110	linguistics_intros		Prosodic_differences_between_declaratives_and_interrogatives_in_infant-directed_speech_.txt	<Conclusion>	3260.0	869.0	33.0
111	linguistics_intros		Resolving_referential_ambiguity_across_ambiguous_situations_in_young_foreign_language_learners.txt	<Intro>	1665.0	439.0	34.0
112	linguistics_intros		Resolving_referential_ambiguity_across_ambiguous_situations_in_young_foreign_language_learners.txt	<Middle>	4658.0	1316.0	71.0
113	linguistics_intros		Resolving_referential_ambiguity_across_ambiguous_situations_in_young_foreign_language_learners.txt	<Conclusion>	1927.0	538.0	28.0
114	linguistics_intros		Robertson-2017-Journal_of_Sociolinguistics.txt	<Intro>	2088.0	560.0	9.0
115	linguistics_intros		Robertson-2017-Journal_of_Sociolinguistics.txt	<Middle>	4431.0	1156.0	27.0
116	linguistics_intros		Robertson-2017-Journal_of_Sociolinguistics.txt	<Conclusion>	1010.0	277.0	9.0
117	linguistics_intros		Rojo_et_al-2017-Journal_of_Sociolinguistics.txt	<Intro>	1157.0	360.0	6.0
118	linguistics_intros		Rojo_et_al-2017-Journal_of_Sociolinguistics.txt	<Middle>	5526.0	1511.0	36.0
119	linguistics_intros		Rojo_et_al-2017-Journal_of_Sociolinguistics.txt	<Conclusion>	660.0	207.0	3.0
120	linguistics_intros		Second_language_acquisition_of_pragmatic_inferences_Evidence_from_the_French_cest-cleft.txt	<Intro>	3676.0	932.0	15.0
121	linguistics_intros		Second_language_acquisition_of_pragmatic_inferences_Evidence_from_the_French_cest-cleft.txt	<Middle>	3853.0	960.0	46.0
122	linguistics_intros		Second_language_acquisition_of_pragmatic_inferences_Evidence_from_the_French_cest-cleft.txt	<Conclusion>	2462.0	668.0	30.0
123	linguistics_intros		Shaikjee_et_al-2017-Journal_of_Sociolinguistics.txt	<Intro>	1551.0	453.0	6.0
124	linguistics_intros		Shaikjee_et_al-2017-Journal_of_Sociolinguistics.txt	<Middle>	6894.0	1819.0	52.0
125	linguistics_intros		Shaikjee_et_al-2017-Journal_of_Sociolinguistics.txt	<Conclusion>	1096.0	314.0	3.0
126	linguistics_intros		Simple_morphological_spelling_rules_are_not_always_used_Individual_differences_in_children_and_adult.txt	<Intro>	2428.0	569.0	25.0
127	linguistics_intros		Simple_morphological_spelling_rules_are_not_always_used_Individual_differences_in_children_and_adult.txt	<Middle>	4972.0	1307.0	60.0
128	linguistics_intros		Simple_morphological_spelling_rules_are_not_always_used_Individual_differences_in_children_and_adult.txt	<Conclusion>	1996.0	504.0	9.0
129	linguistics_intros		Structural_priming_during_sentence_comprehension_in_ChineseEnglish_bilinguals.txt	<Intro>	3357.0	877.0	30.0
130	linguistics_intros		Structural_priming_during_sentence_comprehension_in_ChineseEnglish_bilinguals.txt	<Middle>	2144.0	551.0	40.0
131	linguistics_intros		Structural_priming_during_sentence_comprehension_in_ChineseEnglish_bilinguals.txt	<Conclusion>	2779.0	705.0	50.0
132	linguistics_intros		Syllables_and_morphemes_in_German_reading_development_Evidence_from_second_graders_fourth_graders_an.txt	<Intro>	2798.0	746.0	28.0
133	linguistics_intros		Syllables_and_morphemes_in_German_reading_development_Evidence_from_second_graders_fourth_graders_an.txt	<Middle>	1969.0	525.0	27.0
134	linguistics_intros		Syllables_and_morphemes_in_German_reading_development_Evidence_from_second_graders_fourth_graders_an.txt	<Conclusion>	1753.0	498.0	6.0
135	linguistics_intros		Tesseur-2017-Journal_of_Sociolinguistics.txt	<Intro>	2438.0	661.0	21.0
136	linguistics_intros		Tesseur-2017-Journal_of_Sociolinguistics.txt	<Middle>	3677.0	942.0	51.0
137	linguistics_intros		Tesseur-2017-Journal_of_Sociolinguistics.txt	<Conclusion>	712.0	216.0	3.0
138	linguistics_intros		The_development_of_categorical_perception_of_Mandarin_tones_in_four-_to_seven-year-old_children_.txt	<Intro>	1886.0	485.0	21.0
139	linguistics_intros		The_development_of_categorical_perception_of_Mandarin_tones_in_four-_to_seven-year-old_children_.txt	<Middle>	2696.0	756.0	73.0
140	linguistics_intros		The_development_of_categorical_perception_of_Mandarin_tones_in_four-_to_seven-year-old_children_.txt	<Conclusion>	1598.0	454.0	18.0
141	linguistics_intros		The_effect_of_shyness_on_childrens_formation_and_retention_of_novel_wordobject_mappings_.txt	<Intro>	1984.0	513.0	21.0
142	linguistics_intros		The_effect_of_shyness_on_childrens_formation_and_retention_of_novel_wordobject_mappings_.txt	<Middle>	2696.0	769.0	42.0
143	linguistics_intros		The_effect_of_shyness_on_childrens_formation_and_retention_of_novel_wordobject_mappings_.txt	<Conclusion>	1897.0	519.0	0.0
144	linguistics_intros		The_emergence_of_phonetic_categories_in_KoreanEnglish_bilingual_children_.txt	<Intro>	2832.0	654.0	18.0
145	linguistics_intros		The_emergence_of_phonetic_categories_in_KoreanEnglish_bilingual_children_.txt	<Middle>	3444.0	919.0	39.0
146	linguistics_intros		The_emergence_of_phonetic_categories_in_KoreanEnglish_bilingual_children_.txt	<Conclusion>	2017.0	516.0	9.0
147	linguistics_intros		The_moustache_sits_down_first_on_the_acquisition_of_metonymy_.txt	<Intro>	1790.0	476.0	15.0
148	linguistics_intros		The_moustache_sits_down_first_on_the_acquisition_of_metonymy_.txt	<Middle>	7846.0	2014.0	40.0
149	linguistics_intros		The_moustache_sits_down_first_on_the_acquisition_of_metonymy_.txt	<Conclusion>	1672.0	427.0	6.0
150	linguistics_intros		The_role_of_cognitive_control_in_anaphor_resolution_in_children_with_specific_language_impairment.txt	<Intro>	4366.0	1228.0	79.0
151	linguistics_intros		The_role_of_cognitive_control_in_anaphor_resolution_in_children_with_specific_language_impairment.txt	<Middle>	3356.0	885.0	71.0
152	linguistics_intros		The_role_of_cognitive_control_in_anaphor_resolution_in_children_with_specific_language_impairment.txt	<Conclusion>	1531.0	469.0	37.0
153	linguistics_intros		The_role_of_geminates_in_infants_early_word_production_and_word-form_recognition_.txt	<Intro>	1551.0	383.0	32.0
154	linguistics_intros		The_role_of_geminates_in_infants_early_word_production_and_word-form_recognition_.txt	<Middle>	5419.0	1401.0	24.0
155	linguistics_intros		The_role_of_geminates_in_infants_early_word_production_and_word-form_recognition_.txt	<Conclusion>	1635.0	425.0	12.0
156	linguistics_intros		Underlying_manifestations_of_developmental_phonological_disorders_in_French-speaking_pre-schoolers_.txt	<Intro>	1563.0	458.0	60.0
157	linguistics_intros		Underlying_manifestations_of_developmental_phonological_disorders_in_French-speaking_pre-schoolers_.txt	<Middle>	2869.0	895.0	64.0
158	linguistics_intros		Underlying_manifestations_of_developmental_phonological_disorders_in_French-speaking_pre-schoolers_.txt	<Conclusion>	1653.0	507.0	37.0
159	linguistics_intros		Utilization_of_prosodic_and_linguistic_cues_during_perceptions_of_nonunderstandings_in_radio_communi.txt	<Intro>	3465.0	925.0	55.0
160	linguistics_intros		Utilization_of_prosodic_and_linguistic_cues_during_perceptions_of_nonunderstandings_in_radio_communi.txt	<Middle>	4019.0	974.0	89.0
161	linguistics_intros		Utilization_of_prosodic_and_linguistic_cues_during_perceptions_of_nonunderstandings_in_radio_communi.txt	<Conclusion>	2612.0	738.0	33.0
162	linguistics_intros		Validity_of_new_measures_of_implicit_knowledge_Distinguishing_implicit_knowledge_from_automatized_ex.txt	<Intro>	1354.0	364.0	32.0
163	linguistics_intros		Validity_of_new_measures_of_implicit_knowledge_Distinguishing_implicit_knowledge_from_automatized_ex.txt	<Middle>	8641.0	2366.0	131.0
164	linguistics_intros		Validity_of_new_measures_of_implicit_knowledge_Distinguishing_implicit_knowledge_from_automatized_ex.txt	<Conclusion>	393.0	107.0	6.0
165	linguistics_intros		Visual_salience_effects_on_speaker_choices_Direct_or_indirect_influences_on_linguistic_processing.txt	<Intro>	1141.0	253.0	15.0
166	linguistics_intros		Visual_salience_effects_on_speaker_choices_Direct_or_indirect_influences_on_linguistic_processing.txt	<Middle>	7524.0	1805.0	61.0
167	linguistics_intros		Visual_salience_effects_on_speaker_choices_Direct_or_indirect_influences_on_linguistic_processing.txt	<Conclusion>	1965.0	484.0	12.0
168	linguistics_intros		Wong_et_al-2017-Journal_of_Sociolinguistics.txt	<Intro>	2221.0	577.0	22.0
169	linguistics_intros		Wong_et_al-2017-Journal_of_Sociolinguistics.txt	<Middle>	2609.0	694.0	61.0
170	linguistics_intros		Wong_et_al-2017-Journal_of_Sociolinguistics.txt	<Conclusion>	1921.0	542.0	22.0
171	linguistics_intros		_Dog_or_chien_Translation_equivalents_in_the_receptive_and_expressive_vocabularies_of_young_FrenchEn.txt	<Intro>	1595.0	419.0	16.0
172	linguistics_intros		_Dog_or_chien_Translation_equivalents_in_the_receptive_and_expressive_vocabularies_of_young_FrenchEn.txt	<Middle>	1302.0	351.0	13.0
173	linguistics_intros		_Dog_or_chien_Translation_equivalents_in_the_receptive_and_expressive_vocabularies_of_young_FrenchEn.txt	<Conclusion>	4524.0	1226.0	33.0
0	economics_intros		-De-financialization--of-commodities--Evidence-from-stock--c_2017_Energy-Eco.txt	<Intro>	1831.0	608.0	97.0
1	economics_intros		-De-financialization--of-commodities--Evidence-from-stock--c_2017_Energy-Eco.txt	<Middle>	4012.0	1075.0	47.0
2	economics_intros		-De-financialization--of-commodities--Evidence-from-stock--c_2017_Energy-Eco.txt	<Conclusion>	566.0	185.0	20.0
3	economics_intros		A-Decision-theory-Approach-to-Cost-effective-Population-Su_2017_Ecological-E.txt	<Intro>	1452.0	417.0	27.0
4	economics_intros		A-Decision-theory-Approach-to-Cost-effective-Population-Su_2017_Ecological-E.txt	<Middle>	1999.0	580.0	43.0
5	economics_intros		A-Decision-theory-Approach-to-Cost-effective-Population-Su_2017_Ecological-E.txt	<Conclusion>	1866.0	585.0	40.0
6	economics_intros		A-model-to-assess-the-impact-of-employment-policy-and-subsidiz_2017_Energy-E.txt	<Intro>	1202.0	386.0	31.0
7	economics_intros		A-model-to-assess-the-impact-of-employment-policy-and-subsidiz_2017_Energy-E.txt	<Middle>	3558.0	1087.0	108.0
8	economics_intros		A-model-to-assess-the-impact-of-employment-policy-and-subsidiz_2017_Energy-E.txt	<Conclusion>	718.0	217.0	3.0
9	economics_intros		A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Intro>	1244.0	392.0	39.0
10	economics_intros		A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Middle>	3897.0	1066.0	124.0
11	economics_intros		A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Conclusion>	1087.0	323.0	36.0
12	economics_intros		A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Intro>	1236.0	355.0	39.0
13	economics_intros		A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Middle>	7580.0	1952.0	169.0
14	economics_intros		A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Conclusion>	957.0	279.0	12.0
15	economics_intros		Accounting-conservatism-and-firm-investment_2016_Journal-of-Accounting-and-E.txt	<Intro>	2776.0	821.0	13.0
16	economics_intros		Accounting-conservatism-and-firm-investment_2016_Journal-of-Accounting-and-E.txt	<Middle>	5391.0	1550.0	78.0
17	economics_intros		Accounting-conservatism-and-firm-investment_2016_Journal-of-Accounting-and-E.txt	<Conclusion>	246.0	70.0	0.0
18	economics_intros		Aggregate-earnings-surprises--monetary-policy-_2016_Journal-of-Accounting-an.txt	<Intro>	2330.0	751.0	82.0
19	economics_intros		Aggregate-earnings-surprises--monetary-policy-_2016_Journal-of-Accounting-an.txt	<Middle>	4499.0	1272.0	141.0
20	economics_intros		Aggregate-earnings-surprises--monetary-policy-_2016_Journal-of-Accounting-an.txt	<Conclusion>	241.0	79.0	9.0
21	economics_intros		Airfares-and-oil-prices---Feathers-and-Rockets--adjustme_2017_Energy-Economi.txt	<Intro>	1147.0	396.0	21.0
22	economics_intros		Airfares-and-oil-prices---Feathers-and-Rockets--adjustme_2017_Energy-Economi.txt	<Middle>	1895.0	524.0	45.0
23	economics_intros		Airfares-and-oil-prices---Feathers-and-Rockets--adjustme_2017_Energy-Economi.txt	<Conclusion>	2776.0	873.0	46.0
24	economics_intros		An-Agent-based-Model-of-the-South-African-Offshore-Hake-Trawl_2017_Ecologica.txt	<Intro>	1352.0	393.0	46.0
25	economics_intros		An-Agent-based-Model-of-the-South-African-Offshore-Hake-Trawl_2017_Ecologica.txt	<Middle>	5020.0	1508.0	119.0
26	economics_intros		An-Agent-based-Model-of-the-South-African-Offshore-Hake-Trawl_2017_Ecologica.txt	<Conclusion>	1286.0	420.0	32.0
27	economics_intros		An-Agent-based-Model-of-the-South-African-Offshore-Hake-Traw_2017_Ecological.txt	<Intro>	1063.0	291.0	21.0
28	economics_intros		An-Agent-based-Model-of-the-South-African-Offshore-Hake-Traw_2017_Ecological.txt	<Middle>	2593.0	782.0	68.0
29	economics_intros		An-Agent-based-Model-of-the-South-African-Offshore-Hake-Traw_2017_Ecological.txt	<Conclusion>	550.0	169.0	19.0
30	economics_intros		An-Economic-Analysis-of-the-Threats-Posed-by-the-Establishm_2017_Ecological-.txt	<Intro>	1030.0	248.0	19.0
31	economics_intros		An-Economic-Analysis-of-the-Threats-Posed-by-the-Establishm_2017_Ecological-.txt	<Middle>	3663.0	1006.0	70.0
32	economics_intros		An-Economic-Analysis-of-the-Threats-Posed-by-the-Establishm_2017_Ecological-.txt	<Conclusion>	2022.0	481.0	23.0
33	economics_intros		An-investigation-of-renewable-and-non-renewable-energy-consumpti_2017_Energy.txt	<Intro>	5319.0	1564.0	144.0
34	economics_intros		An-investigation-of-renewable-and-non-renewable-energy-consumpti_2017_Energy.txt	<Middle>	3557.0	1046.0	37.0
35	economics_intros		An-investigation-of-renewable-and-non-renewable-energy-consumpti_2017_Energy.txt	<Conclusion>	354.0	115.0	6.0
36	economics_intros		Are-we-in-deep-water--Water-scarcity-and-its-limits-to-_2017_Ecological-Econ.txt	<Intro>	1512.0	478.0	50.0
37	economics_intros		Are-we-in-deep-water--Water-scarcity-and-its-limits-to-_2017_Ecological-Econ.txt	<Middle>	6277.0	1698.0	112.0
38	economics_intros		Are-we-in-deep-water--Water-scarcity-and-its-limits-to-_2017_Ecological-Econ.txt	<Conclusion>	1425.0	416.0	24.0
39	economics_intros		Borrower-private-information-covenants-and-loa_2017_Journal-of-Accounting-an.txt	<Intro>	5160.0	1682.0	189.0
40	economics_intros		Borrower-private-information-covenants-and-loa_2017_Journal-of-Accounting-an.txt	<Middle>	6129.0	1862.0	257.0
41	economics_intros		Borrower-private-information-covenants-and-loa_2017_Journal-of-Accounting-an.txt	<Conclusion>	971.0	329.0	56.0
42	economics_intros		Bounds-testing-approach-to-analyzing-the-environment-Kuznets-cur_2017_Energy.txt	<Intro>	3562.0	1155.0	96.0
43	economics_intros		Bounds-testing-approach-to-analyzing-the-environment-Kuznets-cur_2017_Energy.txt	<Middle>	3622.0	1181.0	151.0
44	economics_intros		Bounds-testing-approach-to-analyzing-the-environment-Kuznets-cur_2017_Energy.txt	<Conclusion>	730.0	271.0	31.0
45	economics_intros		CEO-turnover-in-large-banks--Does-tail-ris_2017_Journal-of-Accounting-and-Ec.txt	<Intro>	2875.0	876.0	49.0
46	economics_intros		CEO-turnover-in-large-banks--Does-tail-ris_2017_Journal-of-Accounting-and-Ec.txt	<Middle>	5717.0	1675.0	125.0
47	economics_intros		CEO-turnover-in-large-banks--Does-tail-ris_2017_Journal-of-Accounting-and-Ec.txt	<Conclusion>	182.0	63.0	3.0
48	economics_intros		Chinese-airline-efficiency-under-CO2-emissions-and-flight-de_2017_Energy-Eco.txt	<Intro>	2199.0	560.0	21.0
49	economics_intros		Chinese-airline-efficiency-under-CO2-emissions-and-flight-de_2017_Energy-Eco.txt	<Middle>	3818.0	978.0	69.0
50	economics_intros		Chinese-airline-efficiency-under-CO2-emissions-and-flight-de_2017_Energy-Eco.txt	<Conclusion>	2051.0	553.0	28.0
51	economics_intros		Commercial-lending-concentration-and-bank-expertise-_2017_Journal-of-Account.txt	<Intro>	3087.0	1013.0	74.0
52	economics_intros		Commercial-lending-concentration-and-bank-expertise-_2017_Journal-of-Account.txt	<Middle>	7384.0	2261.0	176.0
53	economics_intros		Commercial-lending-concentration-and-bank-expertise-_2017_Journal-of-Account.txt	<Conclusion>	437.0	144.0	9.0
54	economics_intros		Common-auditors-in-M-amp-A-transactio_2016_Journal-of-Accounting-and-Economi.txt	<Intro>	3178.0	942.0	69.0
55	economics_intros		Common-auditors-in-M-amp-A-transactio_2016_Journal-of-Accounting-and-Economi.txt	<Middle>	6580.0	1897.0	158.0
56	economics_intros		Common-auditors-in-M-amp-A-transactio_2016_Journal-of-Accounting-and-Economi.txt	<Conclusion>	452.0	139.0	3.0
57	economics_intros		Compensating-Environmental-Losses-Versus-Creating-Environmen_2017_Ecological.txt	<Intro>	4211.0	1202.0	48.0
58	economics_intros		Compensating-Environmental-Losses-Versus-Creating-Environmen_2017_Ecological.txt	<Middle>	2545.0	716.0	27.0
59	economics_intros		Compensating-Environmental-Losses-Versus-Creating-Environmen_2017_Ecological.txt	<Conclusion>	765.0	229.0	9.0
60	economics_intros		Competition-for-talent-under-performance-ma_2017_Journal-of-Accounting-and-E.txt	<Intro>	2655.0	751.0	35.0
61	economics_intros		Competition-for-talent-under-performance-ma_2017_Journal-of-Accounting-and-E.txt	<Middle>	6590.0	1611.0	68.0
62	economics_intros		Competition-for-talent-under-performance-ma_2017_Journal-of-Accounting-and-E.txt	<Conclusion>	299.0	89.0	0.0
63	economics_intros		Conditionally-conservative-fair-value-meas_2017_Journal-of-Accounting-and-Ec.txt	<Intro>	2542.0	788.0	51.0
64	economics_intros		Conditionally-conservative-fair-value-meas_2017_Journal-of-Accounting-and-Ec.txt	<Middle>	8247.0	2225.0	227.0
65	economics_intros		Conditionally-conservative-fair-value-meas_2017_Journal-of-Accounting-and-Ec.txt	<Conclusion>	706.0	228.0	9.0
66	economics_intros		Counterintuitive-Proposals-for-Trans-boundary-Ecological-Com_2017_Ecological.txt	<Intro>	1574.0	428.0	22.0
67	economics_intros		Counterintuitive-Proposals-for-Trans-boundary-Ecological-Com_2017_Ecological.txt	<Middle>	2746.0	726.0	33.0
68	economics_intros		Counterintuitive-Proposals-for-Trans-boundary-Ecological-Com_2017_Ecological.txt	<Conclusion>	1884.0	501.0	36.0
69	economics_intros		Cournot-competition-and--green--innovation--An-inverted-U_2017_Energy-Econom.txt	<Intro>	1130.0	334.0	12.0
70	economics_intros		Cournot-competition-and--green--innovation--An-inverted-U_2017_Energy-Econom.txt	<Middle>	2541.0	676.0	38.0
71	economics_intros		Cournot-competition-and--green--innovation--An-inverted-U_2017_Energy-Econom.txt	<Conclusion>	154.0	51.0	3.0
72	economics_intros		Cross-constrained-Measuring-the-Cost-environment-Efficiency_2017_Ecological-.txt	<Intro>	940.0	270.0	26.0
73	economics_intros		Cross-constrained-Measuring-the-Cost-environment-Efficiency_2017_Ecological-.txt	<Middle>	5479.0	1559.0	90.0
74	economics_intros		Cross-constrained-Measuring-the-Cost-environment-Efficiency_2017_Ecological-.txt	<Conclusion>	1290.0	411.0	46.0
75	economics_intros		Customer-concentration-risk-and-the-cost-of-_2016_Journal-of-Accounting-and-.txt	<Intro>	1838.0	543.0	46.0
76	economics_intros		Customer-concentration-risk-and-the-cost-of-_2016_Journal-of-Accounting-and-.txt	<Middle>	8208.0	2488.0	192.0
77	economics_intros		Customer-concentration-risk-and-the-cost-of-_2016_Journal-of-Accounting-and-.txt	<Conclusion>	268.0	82.0	6.0
